date,temp_c,humidity,rain_mm,is_rainy,weather_main
2025-05-11,31.2,85.0,35.1,True,Rain
2025-05-12,27.5,73.7,7.5,True,Rain
2025-05-13,28.9,70.7,0.0,False,Clouds
2025-05-14,30.9,64.8,13.3,True,Rain
2025-05-15,28.0,75.1,6.5,True,Rain
2025-05-16,29.0,70.5,0.0,False,Clouds
2025-05-17,27.8,64.0,3.6,True,Rain
2025-05-18,29.5,66.6,13.9,True,Rain
2025-05-19,28.1,73.3,5.5,True,Rain
2025-05-20,29.0,80.9,0.0,False,Clouds
2025-05-21,29.7,69.0,0.0,False,Clouds
2025-05-22,27.2,66.1,10.5,True,Rain
2025-05-23,28.9,77.3,13.2,True,Rain
2025-05-24,28.5,80.0,13.1,True,Rain
2025-05-25,30.0,84.4,0.3,False,Clouds
2025-05-26,26.9,70.5,0.0,False,Clouds
2025-05-27,29.8,73.9,5.0,True,Rain
2025-05-28,30.4,81.6,0.0,False,Clouds
2025-05-29,27.1,87.1,0.0,False,Clouds
2025-05-30,30.3,79.0,0.0,False,Clouds
2025-05-31,27.3,86.9,0.0,False,Clouds
2025-06-01,28.0,66.9,0.7,False,Clouds
2025-06-02,24.8,61.8,0.0,False,Clouds
2025-06-03,27.6,75.4,0.0,False,Clouds
2025-06-04,25.7,68.1,0.0,False,Clouds
2025-06-05,25.5,67.2,0.0,False,Clouds
2025-06-06,28.6,74.5,0.0,False,Clouds
2025-06-07,26.5,69.7,0.0,False,Clouds
2025-06-08,26.8,76.6,0.0,False,Clouds
2025-06-09,25.9,91.2,1.6,True,Rain
2025-06-10,28.0,74.3,0.0,False,Clouds
2025-06-11,29.1,71.3,0.0,False,Clouds
2025-06-12,29.7,72.7,0.8,False,Clouds
2025-06-13,25.0,69.5,2.0,True,Rain
2025-06-14,30.0,70.8,2.7,True,Rain
2025-06-15,26.6,65.6,0.0,False,Clouds
2025-06-16,27.9,75.4,8.5,True,Rain
2025-06-17,28.3,79.4,0.1,False,Clouds
2025-06-18,29.6,69.5,8.5,True,Rain
2025-06-19,26.0,74.9,8.2,True,Rain
2025-06-20,29.2,71.3,1.9,True,Rain
2025-06-21,28.4,54.1,0.0,False,Clouds
2025-06-22,26.4,75.7,0.0,False,Clouds
2025-06-23,28.5,84.5,11.7,True,Rain
2025-06-24,27.4,70.6,0.6,False,Clouds
2025-06-25,29.4,87.6,0.0,False,Clouds
2025-06-26,28.2,80.4,0.0,False,Clouds
2025-06-27,27.7,73.0,0.0,False,Clouds
2025-06-28,28.8,87.1,0.0,False,Clouds
2025-06-29,30.4,69.9,3.8,True,Rain
2025-06-30,27.5,75.5,0.0,False,Clouds
2025-07-01,29.3,74.5,0.0,False,Clouds
2025-07-02,27.7,73.2,0.0,False,Clouds
2025-07-03,27.6,62.3,0.0,False,Clouds
2025-07-04,26.8,82.1,0.0,False,Clouds
2025-07-05,27.5,87.2,2.7,True,Rain
2025-07-06,28.0,76.5,0.0,False,Clouds
2025-07-07,27.6,91.1,10.2,True,Rain
2025-07-08,26.1,77.6,2.1,True,Rain
2025-07-09,29.6,67.8,13.5,True,Rain
2025-07-10,28.8,77.1,0.0,False,Clouds
2025-07-11,26.0,70.3,9.8,True,Rain
2025-07-12,29.4,86.8,0.0,False,Clouds
2025-07-13,27.2,68.2,0.0,False,Clouds
2025-07-14,28.3,73.4,0.0,False,Clouds
2025-07-15,28.3,74.7,8.0,True,Rain
2025-07-16,30.8,79.0,0.0,False,Clouds
2025-07-17,28.6,61.5,1.4,True,Rain
2025-07-18,29.3,63.7,0.0,False,Clouds
2025-07-19,27.4,61.3,5.0,True,Rain
2025-07-20,28.3,93.1,2.0,True,Rain
2025-07-21,27.7,74.6,12.7,True,Rain
2025-07-22,26.3,75.9,0.0,False,Clouds
2025-07-23,29.6,83.5,0.0,False,Clouds
2025-07-24,27.4,73.9,0.4,False,Clouds
2025-07-25,25.8,64.6,0.0,False,Clouds
2025-07-26,28.3,73.5,0.0,False,Clouds
2025-07-27,28.3,68.7,5.3,True,Rain
2025-07-28,28.3,83.2,10.5,True,Rain
2025-07-29,29.2,67.6,0.0,False,Clouds
2025-07-30,30.0,59.8,0.0,False,Clouds
2025-07-31,27.4,85.7,0.0,False,Clouds
2025-08-01,31.8,66.0,0.0,False,Clouds
2025-08-02,28.2,69.8,11.7,True,Rain
2025-08-03,29.5,71.9,0.0,False,Clouds
2025-08-04,26.4,77.7,6.8,True,Rain
2025-08-05,27.2,74.6,5.9,True,Rain
2025-08-06,26.1,66.8,2.1,True,Rain
2025-08-07,25.7,82.1,0.0,False,Clouds
2025-08-08,26.5,69.8,0.0,False,Clouds
2025-08-09,30.2,70.9,0.0,False,Clouds
2025-08-10,27.7,78.1,0.0,False,Clouds
2025-08-11,27.8,79.7,0.0,False,Clouds
2025-08-12,26.4,74.6,0.0,False,Clouds
2025-08-13,29.4,75.4,0.0,False,Clouds
2025-08-14,25.4,74.7,0.0,False,Clouds
2025-08-15,25.3,66.3,0.0,False,Clouds
2025-08-16,25.7,83.8,6.4,True,Rain
2025-08-17,26.3,69.1,0.0,False,Clouds
2025-08-18,26.9,68.5,0.0,False,Clouds
2025-08-19,26.5,78.5,1.6,True,Rain
2025-08-20,30.8,60.3,0.0,False,Clouds
2025-08-21,28.0,77.0,0.0,False,Clouds
2025-08-22,26.4,90.3,5.2,True,Rain
2025-08-23,26.5,64.9,8.7,True,Rain
2025-08-24,26.6,81.6,3.0,True,Rain
2025-08-25,30.1,72.2,0.0,False,Clouds
2025-08-26,26.4,79.2,0.0,False,Clouds
2025-08-27,27.6,66.4,0.0,False,Clouds
2025-08-28,29.2,86.1,9.8,True,Rain
2025-08-29,27.4,59.8,20.2,True,Rain
2025-08-30,27.9,74.3,0.0,False,Clouds
2025-08-31,27.9,74.5,0.0,False,Clouds
2025-09-01,26.9,73.9,11.9,True,Rain
2025-09-02,27.9,69.1,0.3,False,Clouds
2025-09-03,27.8,79.8,0.0,False,Clouds
2025-09-04,26.6,69.2,3.3,True,Rain
2025-09-05,28.4,70.6,0.0,False,Clouds
2025-09-06,28.1,64.1,0.0,False,Clouds
2025-09-07,27.6,70.1,0.0,False,Clouds
2025-09-08,28.2,75.7,0.0,False,Clouds
2025-09-09,26.5,72.0,1.4,True,Rain
2025-09-10,26.2,75.7,0.8,False,Clouds
2025-09-11,27.8,78.4,4.6,True,Rain
2025-09-12,25.5,79.4,0.0,False,Clouds
2025-09-13,28.4,76.9,0.0,False,Clouds
2025-09-14,29.0,72.9,13.4,True,Rain
2025-09-15,28.8,62.9,10.9,True,Rain
2025-09-16,25.7,76.9,6.5,True,Rain
2025-09-17,28.6,54.7,0.1,False,Clouds
2025-09-18,27.0,64.6,0.0,False,Clouds
2025-09-19,28.4,72.0,0.0,False,Clouds
2025-09-20,27.8,87.8,0.0,False,Clouds
2025-09-21,28.6,69.4,3.4,True,Rain
2025-09-22,29.5,75.9,0.0,False,Clouds
2025-09-23,28.9,80.8,1.1,True,Rain
2025-09-24,27.5,78.2,0.0,False,Clouds
2025-09-25,25.5,67.0,0.0,False,Clouds
2025-09-26,28.5,74.6,0.0,False,Clouds
2025-09-27,26.7,70.2,1.4,True,Rain
2025-09-28,28.6,82.2,4.1,True,Rain
2025-09-29,29.1,74.9,0.0,False,Clouds
2025-09-30,29.0,79.3,2.1,True,Rain
2025-10-01,28.5,84.1,0.0,False,Clouds
2025-10-02,27.2,81.3,0.0,False,Clouds
2025-10-03,30.9,82.2,0.0,False,Clouds
2025-10-04,30.0,76.6,2.9,True,Rain
2025-10-05,27.7,67.3,2.0,True,Rain
2025-10-06,25.7,83.4,16.6,True,Rain
2025-10-07,27.0,77.7,0.0,False,Clouds
2025-10-08,28.7,83.3,0.0,False,Clouds
2025-10-09,27.6,83.2,1.7,True,Rain
2025-10-10,28.3,68.2,1.8,True,Rain
2025-10-11,28.4,80.4,0.0,False,Clouds
2025-10-12,27.5,75.6,0.0,False,Clouds
2025-10-13,27.1,82.3,18.7,True,Rain
2025-10-14,31.0,92.9,4.0,True,Rain
2025-10-15,27.8,87.3,3.3,True,Rain
2025-10-16,26.8,78.6,4.5,True,Rain
2025-10-17,26.9,80.3,14.5,True,Rain
2025-10-18,27.5,80.0,1.6,True,Rain
2025-10-19,27.5,67.9,0.0,False,Clouds
2025-10-20,26.9,74.8,6.8,True,Rain
2025-10-21,29.1,73.2,0.0,False,Clouds
2025-10-22,27.4,66.7,0.0,False,Clouds
2025-10-23,27.8,82.6,0.0,False,Clouds
2025-10-24,27.5,73.1,2.4,True,Rain
2025-10-25,27.2,80.4,9.9,True,Rain
2025-10-26,29.0,79.5,10.3,True,Rain
2025-10-27,27.7,80.1,2.6,True,Rain
2025-10-28,25.5,72.3,3.5,True,Rain
2025-10-29,27.5,69.1,0.0,False,Clouds
2025-10-30,29.8,56.5,2.6,True,Rain
2025-10-31,28.0,90.8,6.3,True,Rain
2025-11-01,26.2,65.3,7.5,True,Rain
2025-11-02,24.7,77.7,13.2,True,Rain
2025-11-03,26.5,74.1,0.0,False,Clouds
2025-11-04,24.5,70.1,1.5,True,Rain
2025-11-05,29.0,90.8,5.8,True,Rain
2025-11-06,26.9,86.5,0.5,False,Clouds
2025-11-07,26.3,75.7,1.7,True,Rain
2025-11-08,26.4,66.3,0.0,False,Clouds
2025-11-09,26.6,74.4,0.0,False,Clouds
2025-11-10,26.7,66.1,10.0,True,Rain
2025-11-11,27.2,77.2,0.0,False,Clouds
2025-11-12,27.1,69.6,0.0,False,Clouds
2025-11-13,24.1,86.9,0.0,False,Clouds
2025-11-14,27.9,80.3,22.1,True,Rain
2025-11-15,28.1,62.4,0.0,False,Clouds
2025-11-16,25.6,79.3,2.4,True,Rain
2025-11-17,24.8,72.0,0.0,False,Clouds
2025-11-18,29.4,77.5,14.1,True,Rain
2025-11-19,25.6,69.0,4.4,True,Rain
2025-11-20,24.0,69.8,5.6,True,Rain
2025-11-21,27.2,77.9,5.3,True,Rain
2025-11-22,27.6,84.9,13.1,True,Rain
2025-11-23,24.8,78.3,0.0,False,Clouds
2025-11-24,25.0,76.7,6.7,True,Rain
2025-11-25,24.4,65.3,1.0,True,Rain
2025-11-26,25.9,74.3,0.0,False,Clouds
2025-11-27,27.8,69.9,0.0,False,Clouds
2025-11-28,28.5,74.7,0.0,False,Clouds
2025-11-29,26.3,66.9,0.0,False,Clouds
2025-11-30,25.3,81.3,0.0,False,Clouds
2025-12-01,25.6,67.2,2.1,True,Rain
2025-12-02,26.4,63.4,3.3,True,Rain
2025-12-03,26.3,60.8,4.3,True,Rain
2025-12-04,26.9,79.4,0.0,False,Clouds
2025-12-05,25.2,70.4,1.3,True,Rain
2025-12-06,27.3,86.6,0.0,False,Clouds
2025-12-07,28.4,71.2,0.0,False,Clouds
2025-12-08,30.7,73.7,0.0,False,Clouds
2025-12-09,26.9,71.0,0.0,False,Clouds
2025-12-10,24.4,71.1,2.3,True,Rain
2025-12-11,29.0,75.9,0.3,False,Clouds
2025-12-12,28.3,66.2,11.4,True,Rain
2025-12-13,27.2,77.0,2.4,True,Rain
2025-12-14,26.8,67.6,0.0,False,Clouds
2025-12-15,26.3,81.0,0.0,False,Clouds
2025-12-16,27.2,72.8,0.0,False,Clouds
2025-12-17,27.0,65.9,0.0,False,Clouds
2025-12-18,26.6,67.3,0.0,False,Clouds
2025-12-19,27.3,66.4,0.0,False,Clouds
2025-12-20,30.5,84.1,0.0,False,Clouds
2025-12-21,28.1,73.2,0.0,False,Clouds
2025-12-22,29.3,75.8,0.0,False,Clouds
2025-12-23,29.1,74.6,4.7,True,Rain
2025-12-24,27.4,69.6,0.0,False,Clouds
2025-12-25,27.7,75.3,0.0,False,Clouds
2025-12-26,28.0,82.2,9.6,True,Rain
2025-12-27,28.6,75.5,0.0,False,Clouds
2025-12-28,26.7,69.3,0.0,False,Clouds
2025-12-29,28.8,63.9,0.0,False,Clouds
2025-12-30,28.9,66.2,0.0,False,Clouds
2025-12-31,28.4,72.1,6.7,True,Rain
2026-01-01,27.6,71.6,0.0,False,Clouds
2026-01-02,27.5,69.8,0.0,False,Clouds
2026-01-03,26.3,70.7,0.0,False,Clouds
2026-01-04,26.2,75.2,0.0,False,Clouds
2026-01-05,27.3,83.9,0.0,False,Clouds
2026-01-06,27.9,84.6,0.0,False,Clouds
2026-01-07,28.2,68.4,0.0,False,Clouds
2026-01-08,29.6,89.8,0.0,False,Clouds
2026-01-09,28.0,67.2,0.0,False,Clouds
2026-01-10,26.9,80.9,0.0,False,Clouds
2026-01-11,26.9,80.2,0.0,False,Clouds
2026-01-12,28.0,56.9,0.0,False,Clouds
2026-01-13,26.7,82.7,0.0,False,Clouds
2026-01-14,25.6,78.0,0.0,False,Clouds
2026-01-15,27.0,62.5,0.0,False,Clouds
2026-01-16,28.5,73.8,0.0,False,Clouds
2026-01-17,27.0,83.4,0.0,False,Clouds
2026-01-18,28.6,79.6,0.0,False,Clouds
2026-01-19,26.8,73.0,0.0,False,Clouds
2026-01-20,28.5,67.8,0.0,False,Clouds
2026-01-21,25.8,78.7,0.0,False,Clouds
2026-01-22,26.4,78.1,0.0,False,Clouds
2026-01-23,29.7,78.0,0.0,False,Clouds
2026-01-24,26.4,69.7,0.0,False,Clouds
2026-01-25,27.1,75.5,0.0,False,Clouds
2026-01-26,26.7,60.5,0.0,False,Clouds
2026-01-27,25.9,78.0,0.0,False,Clouds
2026-01-28,27.4,73.2,0.0,False,Clouds
2026-01-29,25.4,61.0,0.0,False,Clouds
2026-01-30,29.4,67.3,0.0,False,Clouds
2026-01-31,24.9,80.2,0.0,False,Clouds
2026-02-01,26.9,72.4,0.0,False,Clouds
2026-02-02,27.3,89.0,0.0,False,Clouds
2026-02-03,27.9,67.2,0.0,False,Clouds
2026-02-04,26.9,81.7,0.0,False,Clouds
2026-02-05,26.6,59.1,0.0,False,Clouds
2026-02-06,25.8,72.2,0.0,False,Clouds
2026-02-07,27.2,64.0,0.0,False,Clouds
2026-02-08,25.3,84.2,0.0,False,Clouds
2026-02-09,28.5,71.8,0.0,False,Clouds
2026-02-10,28.3,69.5,0.0,False,Clouds
2026-02-11,25.3,72.0,0.0,False,Clouds
2026-02-12,23.7,69.4,0.0,False,Clouds
2026-02-13,29.8,78.9,2.6,True,Rain
2026-02-14,28.3,65.8,0.0,False,Clouds
2026-02-15,25.6,69.0,0.0,False,Clouds
2026-02-16,23.4,86.8,5.3,True,Rain
2026-02-17,26.7,72.8,0.0,False,Clouds
2026-02-18,26.7,77.2,0.0,False,Clouds
2026-02-19,27.0,57.9,0.0,False,Clouds
2026-02-20,27.3,76.1,0.0,False,Clouds
2026-02-21,28.2,69.9,0.0,False,Clouds
2026-02-22,30.1,69.6,0.0,False,Clouds
2026-02-23,27.5,63.3,0.0,False,Clouds
2026-02-24,27.3,81.3,0.0,False,Clouds
2026-02-25,26.7,70.7,0.0,False,Clouds
2026-02-26,26.4,81.0,0.0,False,Clouds
2026-02-27,26.9,65.4,0.0,False,Clouds
2026-02-28,28.6,73.6,0.0,False,Clouds
2026-03-01,28.5,79.0,0.0,False,Clouds
2026-03-02,27.5,74.0,0.0,False,Clouds
2026-03-03,30.0,66.3,0.0,False,Clouds
2026-03-04,27.3,69.0,0.0,False,Clouds
2026-03-05,26.9,76.3,0.0,False,Clouds
2026-03-06,24.6,68.7,0.0,False,Clouds
2026-03-07,27.9,58.9,0.0,False,Clouds
2026-03-08,26.0,80.2,0.0,False,Clouds
2026-03-09,28.5,89.2,0.0,False,Clouds
2026-03-10,29.6,70.9,0.0,False,Clouds
2026-03-11,28.2,85.4,0.0,False,Clouds
2026-03-12,26.4,70.1,2.4,True,Rain
2026-03-13,27.9,67.4,0.0,False,Clouds
2026-03-14,26.7,93.7,0.0,False,Clouds
2026-03-15,28.7,73.7,0.0,False,Clouds
2026-03-16,26.8,71.1,0.0,False,Clouds
2026-03-17,28.8,67.6,0.0,False,Clouds
2026-03-18,27.4,66.9,0.0,False,Clouds
2026-03-19,27.1,79.0,0.0,False,Clouds
2026-03-20,26.3,60.5,0.0,False,Clouds
2026-03-21,28.3,72.3,11.4,True,Rain
2026-03-22,27.9,68.5,0.0,False,Clouds
2026-03-23,27.8,60.0,3.1,True,Rain
2026-03-24,29.0,76.8,5.6,True,Rain
2026-03-25,29.4,71.0,0.0,False,Clouds
2026-03-26,30.1,84.1,0.0,False,Clouds
2026-03-27,29.2,73.6,0.0,False,Clouds
2026-03-28,27.2,76.7,0.0,False,Clouds
2026-03-29,26.7,61.1,0.0,False,Clouds
2026-03-30,29.5,82.1,0.0,False,Clouds
2026-03-31,28.6,68.4,23.9,True,Rain
2026-04-01,29.9,72.4,0.0,False,Clouds
